"5","Перед покупкой этой кофеварки прочитали отзывы о ней в интернете, из которых видно, что у большинства покупателей, при постоянном использовании через пол года -- год, она выходит из строя: у кого вода прокапывает, а то и течет с под низа, у кого вообще ломается. Несмотря на это, поначалу, люди довольны. Ну, решились, рискнули и взяли, уж сильно хотелось чего- то новенького в домашнем приготовлении кофе. Плюс сыграла адекватная цена на Vitek. Раньше не имели дело с товаром этого бренда. Выводы такие: Эта кофеварка рассчитана, по сути, на одну чашку кофе, а не на две, одновременного приготовления. Краников, из которых вытекает кофе два, но, из количества засыпанного кофе в фильтр, две полноценные чашки с нормальным качеством кофе не получаются. Это, если готовите кофе эспрессо или американо. Для капучино, еще хорошо, т.к. дозировка кофе идет меньше из- за добавления сливок. Принцип работы не сложен. быстро нагревает воду (что особенно хорошо по утрам когда собираешься на работу). По инструкции промыла бойлер и все съемные части, только потом приступила к приготовлению кофе. После прогрева, на выходе, льется горячий ароматный кофе. Струйка, из описания работы техники в видеоролике, и должна быть тонкой, как сказал рекламщик: толщиной с мышиный хвостик. Но льется быстро, отвлечься от процесса не получится. Многие потребители этой тонкости не знают и списывают это на брак, как «не повезло с товаром». Температура кофе: где-то читала отзыв, что кофе не горячий. Это не правда. Кофе выходит таким горячим, что можно ошпарить язык. Крепость, размер чашки регулируется вручную и методом подбора кофе и количества воды, но прежде надо почитать или просмотреть видео в интернете, как пользоваться подобным типом кофеварки, тонкости так сказать. Если хотите чашку побольше, можно снять подставку и поддон для воды и тогда чашка устанавливается. Но тогда есть вероятность лужи под кофеваркой. В поддон стекает вода, образующаяся от большого и сильного пара (конденсат), в результате очень быстрого нагрева воды. Кофе получился сразу, без запаха пластмассы ( в отличие от некоторых отзывов), с большой пенкой. Пенка отличная, стойкая даже в обычном кофе, без молока. И на утро, остатки вечернего кофе имеют пенку… Капучино тоже хорошо делает! Чем выше жирность молока, тем пышнее пенка . Для взбивания сливок или молока капучинатором, необходима холодная чашка. Молоко должно быть только холодным! Чашка узкая, желательно прозрачная, чтобы видеть насколько глубоко заходит капучинатор. Имеет значение и наклон чашки. Капучинатор необходимо погружать менее см, но в тоже время чтоб он был не на поверхности. Влияет и качество молока: порошковое не сбивается. Если пена в кофе вдруг пропала, кофеварку всего лишь нужно почистить. Подойдёт обычная лимонная кислота: растворяете в воде 2 чайных ложки, заливаете в отсек для воды и прогоняете через систему. Эту процедуру необходимо проделывать раз в один -- два месяца, в зависимости от частоты использования кофеварки. Вообще очень важен помол кофе! Чем мельче, тем хуже льется вода и сильнее, и быстрее забивается сам фильтр. Если кофе сильно измельчен, вода вообще может не литься. Нужно не лениться каждый раз промывайте фильтр, не ждать, когда кофе в нем подсохнет. В крайнем случае фильтр можно разобрать (нужна отвертка) и прочистить. Промывайте капучинатор после использования, может тоже забиться самой пеной. Я после использования опускаю его в простую воду и включаю, потом протираю. Качество ручки не ахти какое, поэтому, чтобы ручка, в которую засыпается кофе с внутренней стороны, не так быстро покрылась коррозией, необходимо и ее и фильтр, после использования хорошо просушивать. Вот и все! И никаких сложностей! Вывод: НАДО БРАТЬ! :-) СОВЕТУЮ! И еще совет: используйте воду после фильтрации или очищенную."
"5","Купил кофеварочку в субботу, и сразу опробовал приготовление кофе и капучино. Кофе получается обалденный с густой пенкой, готовится мгновенно, резервуар достаточный что-бы не мучится каждый раз наливать воду. Капучино получается тоже отличный взбивание сливок проходит также быстро. Удобная и проста в управлении. Берите не пожалеете!!!"
"5","Приобрел данную кофеварку себе домой полгода назад. Долго выбирал... У меня на работе Rowenta Adagio (15 bar). Хотел такую же или аналог. Но, к сожалению, (вернее, к счастью) Rowenta таких уже не делает, а кофеварки других фирм мне на нравились, да и в бюджете были ограничения – 1000 грн. Выбирал по Не мог не обратить внимание на Vitek-1513. Было большое количество отзывов и, в основном, положительные. Правда смущало, что это Vitek, - ну что там такое хорошее могут смастерить китайцы?! В общем, все же решился, и цена подвернулась хорошая 600 грн. Купил. Когда распаковывал, ожидал увидеть некий трактор китайского производства… По инструкции собрал, подключил, сделал первоначальный прогон и стартовую заварку. И вот, она первая чашка заваренного эспрессо!!! Я был приятно удивлен!!! Если сравнить с Rowenta Adagio. – то она стоит в стороне и нервно курит. Эспрессо получился насыщенный, ароматный и с густой пенкой. Я не ожидал вообще такого от китайцев. За всё это время кофемашина стабильно выдает отличный эспрессо. Приходят друзья и родственники и первым делом просят приготовить им чашечку кофе. У всех у них на работе и дома разные кофемашины, НО все говорят, что получают настоящее удовольствие от моего кофе. Так что по 5-ти бальной шкале – кофемашине твердая 5-ка. Несколько советов тем, кто собирается пользоваться этой кофемашиной: 1. Я покупаю кофе в зернах. Готовым молотым кофе я не доверяю, т.к. никто не знает какое кофе и какого качества туда засыпают. Теперь на счет помола: имея кофемашину (любую) необходимо учитывать что ей не подходит мелкий помол (такой как для турки или для заварки в чашке) – помпа просто не продавит, будет на выходе в чашку кофе еле-еле капать при работающей на полную мощь помпе. Это грозит выходом из строя помпы. Рекомендуется иметь у себя дома ЖЕРНОВУЮ кофемолку. Она работает по принципу мельницы и на выходе получается кофе однородного, не сильно мелкого помола. Есть недорогие модели. У меня, например, «Elbee». 2. Насыпайте кофе в рожок до самого верха, не забудьте СЛЕГКА! утрамбовать имеющейся ложечкой! Иначе у вас после приготовления кофе в рожке будет стоять вода, а не спрессованый жмых. Заваривайте за раз ОДНУ чашку кофе. Хотя в рожке два отверстия на две чашки, в бойлере кофемашины нагревается количество воды равное 100-150мл. Учитывайте этот фактор! 3. После каждого приготовления удаляйте отработанный жмых из рожка (не оставляйте его там надолго) и мойте рожок, вытирайте влажной тряпкой зону, где крепится рожок к кофемашине! Не ленитесь. Это позволит кофемашине всегда выдавать заявленные 15 бар и густую пенку!. 4. Используйте всегда свежую и чистую воду. Выливайте из резервуара старую воду, чтобы она там не застаивалась. Прогревайте с помощью капучинатора чашку перед приготовлением . Ну, и конечно же, выбирайте ХОРОШЕЕ КОФЕ! P.S. То, что помпа шумит и поддон дребезжит НИКАК на качество приготовляемого кофе не влияет!!!"
"1","Через пару месяцев, кофе начал приобретить непрятный привкус ластика. Чистки лимонной кислотой, как по инструкции, лишь временно уменьшают привкус, но не удаляют его. Машинка эксплуатировалась как положенно. Слишком много делателй машины изготовленны из некачественного полипропилена и при нагреве дают едкий неприятный запах, которым легко проникает в кофе. Не рекомендую ни кому."
"5","Покупал 14 марта 2013 г. в Розетке, что могу сказать это моя первая кофеварка работает по сей день, ежедневно в день делает стабильно 1-2 чашки кофе, за время эксплуатации поломок не каких не было работает все также как из коробки."
"2","Из под лотка постоянно течет вода. Пустой он, или полный. Разницы нет. такое впечатление, что он где то не плотно прилегает к отверстию для сброса воды. И болтается он там..Мамка не горюй. техподдержка тут есть?"
"5","Очень довольны. Это супер-кофеварка. Мечта осуществилась! Пользуемся чуть больше месяца. Пока все ОК. Рекомендуем."
"5","Хорошая кофеварка . Главное наловчится под свой вкус делать кофе .. Я пью кофе много и сплю нормально , я к тому что в 24 часа получается немного вкуснее кофе чем днём , думаю это от напряжения в сети .. Спасибо всем за хорошую работу , за доставку . Пусть Господь благословит вас ."
"5","купил сначала себе а потом еще и друзьям и родственникам., в общем гдето штук 7 в разных местах.. за 5 лет умудрились сламать одну и то почти сразу после покупки хозянин решил глянуть устройство и как результат осталась лишняя деталь.. нюанс использования это вода без солей (благо у нас не образуется накипь). последнее время покупаем кофе в зернах и механическая ручная кофемолка с регулированием помола..просто браво"
"5","Я не можу порівнювати з іншими кавоварками, бо це моя перша. Проте вона повністю мене задовольняє. Кава виходить смачна. Головне не робити велику чашку, бо тої кави, що поміщається в рожок, достатньо саме на одну порцію. Якщо робити правильно і взяти хорошу каву, ви отримаєте такий напій, що деяким кав'ярням годі старатись. Голове, беріть якісну арабіку. Наприклад Кенія або Ефіопія - то найкраще, що я на сьогоднішній день куштував. Капучіно також виходить дуже добре. Рекомендую цей апарат після того, як користуюсь ним 1 місяць. Як він покаже себе з часом не знаю, але поки що все добре."
