"5","За свою ціну прекрасна кавоварка, смачна кава, швидке приготування."
"5","Кофе получается отменный. Крутой дизайн."
"4","Користуюсь другий рік, кавовадкою задоволений, любимий рецепт: до чашки полласти чайну ложку згущеного молока та додати каву..."
"4","Хорошая кофеварка за свои деньги, в принципе меня все устраивает."
"2","Купили месяца два назад, но пены совсем нет. Что уже только не делали, но увы ничего не помогло. Не подскажете в чем может быть проблема?"
"5","Первые дни, кофе не очень хорошо получалось, и пенку не могли сделать, но после пару видеоуроков, все получается на ура. Чтоб получилось вкусный крепкий кофе, нужна совсем маленькая чашечка гр 100, иначе получается не кофе, а водичка с запахом кофе. Молоко взбивает отлично!"
"5","Отличная кофеварка для дома. Давление насоса хорошо продавливает кофе в рожке, эспрессо получается с пенкой. Капучинатор хорошо взбивает молоко. Из одного заправленного молотым кофем рожка получается одна хорошая порция эспрессо (оптимально до 50 мл). 100 мл вспененного молока + 50 мл эспрессо = великолепный лате."
"5","При первом включении вода не шла. На следующий день включили и все нормально. Наверное, вода увлажнила клапан в насосе, и кофеварка начала работать."
"5","Купили недавно. Кофе отличный, пена густая. Единственное но - как по мне, с одной порции выходит очень мало кофе, 100-150 мл (нормального), если передержать, то льется просто вода"
"5","Подарила родителям кофеварку. Остались очень довольны. Вкусный, ароматный кофе, густая пена получается. В общем, 5 баллов! Пользуются месяц, всем довольны."
"5","Хорошо збивает молоко, кофе тоже классное, не хуже чем в кофейнях."
"5","Я бальшой любитель кофе. Жена сделала подарок на день рождения. Кофеварку VITEK VT-1511 BK .Отличный апарат , варит вкусный кофе с харошей пенкой. Малако взбивает прекрастно в хорошую густую пену Шумит ни сильно , в целом нариканий нет. Падарком очень доволен"
"5","Я без кофе не представляю свою жизнь! К вкусу я отношусь избирательно. Данная кофеварка меня устроила, так как вариант бюджетный, но довольно хороший. На кофейных аппаратах в офисе теперь не застреваю, свой не хуже)"
"5","На годовщину свадьбы родня нам падарила долгожданый подарок -кофеварку эспрессо. Дасталась нам модель Vitek 1511. 2 месяца уже пользуемся. Падарок панравился. Задачи свои выполняет полностью Капучино тоже готовим часто, молоко взбивает харошо. По началу трудно садился рожок на свое место. Сейчас норм. Довольно шумная, но качество кофе это акупает слихвой."
"5","Купили на прошлой неделе. Довольны покупкой, кофе получается ароматный и вкусный, не смотря на то что дома был не самый мой любимый сорт. Учусь делать пенку для каппучино, латэ получается тоже хорошо."
"5","За умови правильного приготування і нормальної кави буде приносити задоволення від використання"
