"3","Запустилась нормально, варит кофе вкусный, но на следующий день начала тормозить, включали, а она сама выключалась, раза с 10го все таки включалась, спустя 2 недели перестала включатся, отвезли в сервисный центр, ждем пока приедет кнопка для замены, 3 недели ждать, и ошибка же не использовании, а в качестве произведенной кофеварки, это просто брак!!Перечитав массу отзывов, понимаю что не мы одни! А самое обидное что это был подарок маме!"
"4","запустили быстро, каждое утро пьем кофе. используем с апреля, в общем не плохая кофеварка."
"2","Варит вкусный кофе. Тот, что был в подарок быстро кончился! Дальше хуже. Постоянно сбоит. Нажал -включилась. Не успел отойти- выключилась. В общем если включил и пошёл умыться, то не факт, что по возвращению попьёшь кофе. Иногда нужно попыток пять, чтобы начался нагрев воды. За две недели пользования краска на этой кнопке стёрлась! Хотели нести в сервисный центр, но как то уже к этому привыкли. В мастерской полежит пару месяцев не факт, что сделают и вернут ободранную. Далее. металл хромированный.Хотелось бы нержавейку. Современный хром это вам не советский хромированный руль от велосипеда, который если и заржавеет, то лет через сто. Короче надеюсь , что ржавчина появится не сразу. Ну вот как то так."
"5","Читайте инструкцию перед использованием - если нет воды то будет гудеть, из-за этого она и гудит при первом включении, а в общем уровень шума плюс минус как и у других. Ничего не течет, все кнопки работают, вид достойный, увесистая. Подогрев нагревается со временем но он мне и не нужен так как включается один раз, что бы приготовить кофе. Достойный вид. Помол средний(подходит молотый в упаковке) - как по мне это плюс, не требую мелкого помола. Пишут, что большой процент брака - это минус, но есть гарантия и это плюс =))) Думаю перед покупкой стоит уточнить в сервисе возможно ли её вернуть если есть брак, но вода уже в баке =)"
"4","Во-первых, самая первая проблема заключалась в том, что при первом же включение не подавалась вода... Да и шуму было страшно много, думал утром буду будить всех соседей... Тут конечно сразу стало печально. Но почитав и поигравшись с резервуаром с водой (кажется именно в нём была проблема), пошло. После проблем не было и вода кстати не откуда не течёт, всё хорошо. Стала на порядок тише, кофе на самом деле хороший делает. Так же как и нет проблем с капучинатором, и не знаю почему не которые здесь пишут что не получается хорошая пенка или еще что то, лично у меня всё супер. Не забывайте что еще зависит от молока, хотя, любое молоко можно взбить в хорошую пену... Вторая же проблема заключается в том, что, рожок реально не становится как надо, с отклонением. В принципе поставить его на место можно, но приходится прилагать не мало усилий... Девушке с утра точно будет не под силу. Возможно со временем ""притрётся"", посмотрим. В итоге, опять же возвращаясь в начало, за эти деньги это то что нужно для домашнего использования, но никак не дороже, и уже сказал почему, есть огрехи. Хотя тут, справедливости ради нужно заметить еще одну такую вещь, тот кто говорит что кофеварка ужасная, вода отовсюду льётся и не кому не советую, это не совсем верно. Тут уже парадоксально прозвучит, но, лотерея, попадёт ли Вам в руки хороший аппарат, либо проблемный... Тут со всеми товарами так происходит, и лично у меня так всегда было, когда купил товар, то ли телефон, то ли чайник, всё круто, пользуешься, а потом читаешь отзывы, и говорят о каких то не реальных проблемах, которые у тебя не встречались, и проклинают данный товар... Правда не знаю уж кто в этом виноват, сам производитель, либо еще кто то. P.S. Думал что подогрев чашек будет крутым плюсом, но увы, и на самом деле после отзывов о том, что он отчасти бесполезен, я согласен. Во-первых пока нагреется поверхность... Пока нагреются чашки... В общем, не знаю, по крайне мере у меня не хватило сил ждать свой кофе, чашки так и не нагрелись. Возможно у других это работает, отрицать не буду, но мне данная вещь никак не помогает, а жаль."
"2","Очень хорошая кофеварка, отличный кофе, отличный капучино. К качеству кофе которое готовит кофеварка претензий никаких, все лишь зависит от правильно выбранного кофе (помол, сорт и т.д.). Но есть ряд и негативных факторов: через день кофеварка стала включаться с 10 раза (все время выбивает), из корпуса капает вода, хромированный поддон уже с пятнами ржавчины. Вопрос к представителям интернет-магазина ""Розетка""- почему продается столь не качественный товар, и через день после покупки клиенты вынуждены обращаться в сервисный центр, ждать решения проблемы?"
"2","Після першого запуску потекла вода з корпусу. Відвіз у сервісний центр, чекати 3 тижні."
"5","Великолепная кофеварка! Кофе отличный варит!"
"3","В общем-то, ничего особенного. Ну, кофе нормальный вроде, но нет ожидаемой густой пенки, капучинатор молоко тоже слабо взбивает в пену, вернее, добиться красивого капучино с пенкой нереально, приходится следить и самостоятельно отключать подачу кофе. Может я еще плохо разобралась, но пока так..."
"5","Щойно отримали наш ""гаджет"". Зразу всією сім'єю почали тестити. Що можу сказати. Всі у захваті!!! Машина за свої гроші просто відмінна. Кава смачнюща!!! Наливає з першого разу, не знаю, що там у кого не виходило. З капучіно ще треба тренуватися. Чудовий апарат. Дякую ""Розетка"""
