"5","Покупкой доволен."
"5","Кофе варит отличный!!! Первый раз включили и не поступала вода в чашку, оказалось плохо вставили резервуар с водой."
"5","Пользуюсь неделю. Претензий нет. Машинка не громоздкая, собрана отлично, легко моется. Кофе варит отличный!!! Конечно нужно поэксперементировать с сортами кофе, ну это уже на ваш вкус. По поводу капучино прислушался к вышесказаному отзыву и использую молоко с 1% жирностью. Всбивает на ура!!!!! Жене оч. понравилось. Машинку советую. Не пожалеете."
"5","Не жалею о своём выборе. Кафе (экспрессов)получается очень вкусным."
"5","Взял себе и дочери. За такую цену-отличная кофеварка.Довольны пока"
"5","Машина супер!!!! Легкая в использование."
"3","В день получения кофеварки - она не работала, в ней была нерабочая кнопка. Сразу сдал на ремонт, ждал неделю пока сделают. После ремонта работает нормально, кофе вкусный. Единственное что испортило впечатление - это то, что пришлось сдавать в ремонт еще даже не разу не используя. Отдельное спасибо Розетке - дали информацию где найти сервис."
"5","За такие деньги уловольствие более чем рассчитывал, доволен кофеваркой и обслуживанием компании Розетка, а также Новой Почтой. Как всегда Розетка на высоте - спасибо (пользуюсь услугами более 5-ти лет - ни разу не подвели)"
"4","Приличная кофеварка. Случайно выбрали. и не разочаровались. Кофе отличный получается. Рекомендую. Сервис интернет супермаркета Розетка порадовал. Оперативно позвонили и отправили. Спасибо!"
"5","за місяць використання притензій не виникло"
"5","пользуемся этим агрегатом уже больше года,варим кофе каждый день по несколько раз,все работает хорошо как часы)единственное что,мы успели сломать рожок для подачи пара,что сломалось так и не поняли,не работает и все,хотя для нас не особо принципиально,так как мы больше варим именно эспрессо,одним словом советуем брать,рожок кстати из приличного материала."
"4","кофеваркой довольны!хорошее качество,хороший результат процесса.эспрессо и капучино супер!хорошее соотношение цена-качество.рекомендуем!"
"5","Очень удобное приготовление кофе да и не занимает много времени.Много не напишу так как сегодня вечером только привезли и не все сорта кофе испробовал но кофе Экспресо получается идеальным с большой пенкой.Радует большой объем для воды .Чтобы все вкусно получилось не забудьте ее прогреть и будет счастье.За одно хочу отдельно поблагодарить службу доставки ребята Вы молодцы так держать."
"5","Пользуюсь одну неделю, за это время могу сказать, отличное качество материала. Просто великолепное получается эспрессо, а у капучино превосходная пенка. Легкий в управлении. Вообщем рад покупкой."
"4","добавлю ещё к рожку притензий нет. да он лёгкий сделан из дюрали (сплав такой алюминия с чемто, крепче алюминия). из дюрали раньше делали котелки, казанки. если с умом пользоваться хватит лет на 100 примерно. с дуру поламать можно что угодно."
"4","я покупкой доволен! качество пластика отличное, не воняет. пенка на кофе шикарная, не ожидал. кофе получается вкусный. правда пока не получается взбить молоко.я рекомендую эту кофеварку!"
"5","Сравню с ARIETE 1329 которой пользовались 2 года и брали по цене около 2100грн(ныне такая обойдется около 5000). 1.У MYSTERY хуже рожок. У Ариете он из нержавейки и в раза 4-5 тяжелее, чувствуется качество. У этой он, похоже, из дюрали, на вид хрупкий, по весу пушинка. 2. У MYSTERY нет кофемолки нооо.... за 2 года пользования Ариетой мы пользовались кофемолкой от силы раз 10 и всё(как по мне вещь вообще ненужная если вы знаете какой фирмы или сорта кофе вам нравится). 3. MYSTERY нагревается быстрее. 4. После загорания сигнала готовности нагрева можно сразу делать кофе и он будет горячим и вкусным. У Ариете нужно было после загорания сигнала подождать минут 5(а то и 10 и это не преувеличение) пока прогреется массивный рожок или прогревать его заранее что, конечно же, неудобно. 5. Сравнил один и тот же кофе. Огромный плюс этой и огромный минус Ариете. И напоследок совет: покупайте кофе со словом ""Эспрессо"" в названии (лично я пью Жардин) но будте готовы к тому что в чашку около 70% будет пенка)"
