"4","Хороший аппарат, всем доволен."
"5","Пользуюсь уже болие 2х лет. Все отлично, только сито сильно уж забилось (где-то на 60%), но кофе все равно продавливает с учетом оставшихся 40%. Пью Lavazza Crema e Gusto, а так же таблетки (чалды) Lucaffe. Сантиметр кофейной пенки присутствует P.S. сито можно купить новое"
"4","Стоит брать. Аппарат хороший. Пользуюсь уже больше года"
"5","отличная кофеварка. удобная, компактная, качественная. получается хороший кофе и отличное вспененное молоко для капучино. недостаток (абсолютно не влияющий на приготовление) - это не прикрученная верхняя крышка, и кнопка включения сзади, а не на лицевой. немного маркий цвет, но красивый. достоинства по сравнению с другими - компактность, съем нижнего лотка для большой чашки и для промывки, капучинатор капает в лоток а не на стол как у некоторых других,"
"5","Кофеварка очень понравилась. Капучино получается замечательный, с пенкой. Всем рекомендую!"
"5","Рекомендую! С Lavazza Qualita Rossa получается идеальный эспрессо!"
"3","Хорошая кофеварка, кофе варит отлично. В ней у меня кофе получается вкуснее чем в турке."
"4","Сразу скажу, что я не кофеман, брал в подарок родным. Как по мне, приготовленный в этой кофеварке кофе, имеет более насыщенный вкус, так что кофеманы оценят. Хотя лично мне хватает и просто завареного кофе (для себя бы её не купил). Вспенивать молоко, так как это делают в роликах, еще не научился, получается просто небольшая пенка."
"4","Кофе с пенкой, вспениватель работает. Нужно читать как его использовать."
"5","Всем доволен. Купил сразу две. Сначала не до конца рожок закрывал и кофе тек через верх рожка. Но потом додумался рожок плотнее докручивать."
"5","Кофеварка-весч! кофе получаеться обалденный. пенка оч большая. кофеварка очень хорошая, берите не пожалеете!"
"4","на свою цену отличная"
"4","Хорошая кофеварка."
"4","Пользуюсь уже 2 месяца по 2-5 раз на день. Кофе получается хороший. Молоко вспенивает тоже хорошо (тут нужно ещё подобрать молоко, некоторые виды вообще не пенятся). В принципе всё нравится. Есть только один момент, который смущает: во время работы довольно сильно шумит (правда тут я не могу ни с чем сравнить, может это особенность всех подобных кофеварок); помимо шумности может уползать кружка, так как поддон довольно сильно вибрирует (эту проблему решил тем, что кладу квадратную тонкую тряпку-мочалку на поддон, что также упрощает мытьё кофеварки). Не смотря на эти недостатки общее впечатление хорошее. Вопрос к Розетке: Сегодня обнаружил, что на ручке мерной ложки появились трещины, вскоре может переломаться. Можно ли отдельно приобрести ложку? Не обязательно такую же, главное чтоб была совместима ..."
