"5","Користуємось декілька років, все супер."
"3","Три рази міняв +один раз була в ремонті це все за два місяці від купівлі."
"5","Не могу сказать, что кофемашина очень шумная и прожорливая. Конечно кофе перемалывает не бесшумно, но быстро."
"5","Дуже крута кавомашина, варить смачну та ароматну каву за вашим смаком. Капучінізатор гарно взбиває молоко, стійка пінка. Дуже задоволена машиною, рекомендую."
"5","Все ОК."
"5","отличная вещь, много опций, кофе и в зернах ест, и молотый - удобная штука"
"4","Пользуюсь ею 2 месяца. Пожалуй из-за нетерпеливости и утренней спешки мне в ней не нравится: 1) Долгое включение и промывка самой себя перед готовкой кофе. 2) Долгая перенастройка между приготовлением второй чашки. А это всё же кофемашина, в описании одни из рекомендованных мест её эксплуатации — офисы, магазины. Если и так, то подходит она для небольших офисов с малым кол-вом сотрудников, которые не столпятся друг за другом в ожидании кофе. 3) После автоматического выключения она снова себя моет, и мне за такой расход воды (заливаем из кулера) давит жаба :) Хотя это и кофе-машина, её домашняя предшественница http://bt.rozetka.com.ua/vitek-vt-1513/p129276/ нравилась мне больше. А может я просто придираюсь, поскольку кофе варит вкусный и горячЕе, чем рожковая. Плюс, в ней есть отсек для помола зерен и приготовления молотого кофе. Что безусловно придется по душе кофеманам. Ставлю ей за это 4"
"4","Брал маме - очень довольна. За неделю с помощью регуляторов крепости и воды определила наиболее приемлемый для себя вариант каждого из напитков и теперь балует себя. Шумит - да, но так и должно быть."
"5","Являюсь счастливой обладательницей именно этой модели уже более 5 лет. Очень довольна.Легка и понятна в управлении, можно самой регулировать крепость кофе и количество готового кофе в чашке, крупный-мелкий помол (если кофе в зернах), легко очищается. В процессе работы шумная, но воспринимаем это как должное: ведь кофемолки тоже не бесшумно работают! Раз в два-три месяца (когда начинает мигать датчик) необходимо ее прочистить. Делаю это обычным средством для удаления накипи в чайниках и кофеварках по инструкции. Отличная и надежная модель: РЕКОМЕНДУЮ"
"5","Здраствуйте у меня вопрос по теме кофеварки, столкнулся с проблемой выбора между DELONGHI ESAM 3000 B, DELONGHI ESAM 2200.S,DELONGHI ESAM 2600,DELONGHI ESAM 4000 B или может DELONGHI EC 850.M! имеют одну общую цену но немного отличаются между собой , что лучше выбрать ? важно соотношение цена/качество !кто в курсе данного вопроса прошу ответить !Жду ответов!"
"5","Купил пару дней тому, все супер если понимаешь в составе зерна(соотношение арабики и рабусты) что влияет на правильное варение кофе,помоле зерна и сможешь настроить под свой вкус."
"5","Хорошая машина, у нас такая стоит уже год."
